customer_id,age,gender,region,senior_citizen,partner,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,avg_monthly_calls,data_usage_gb,support_tickets,streaming_tv,tech_support,online_backup,churn
CUST709445,42,Female,South,0,1,72,One Year,Electronic Check,Fiber Optic,120.0,8642.38,49,,4,1,0,1,0
CUST689518,51,Male,West,0,1,37,Two Year,Bank Transfer,Fiber Optic,43.6,1566.93,42,1.51,1,1,1,0,0
CUST049902,29,Female,West,0,1,41,Two Year,Mailed Check,Fiber Optic,46.56,1906.57,46,4.14,0,1,1,0,0
CUST512793,59,Male,East,0,0,17,One Year,Electronic Check,Fiber Optic,80.13,1331.11,56,45.35,2,1,1,0,0
CUST463876,26,Male,South,0,1,3,Month-to-Month,Electronic Check,DSL,59.25,168.49,42,4.07,3,0,0,1,1
CUST219213,32,Male,North,0,1,9,Month-to-Month,Credit Card,Fiber Optic,65.35,510.96,46,6.38,0,1,1,0,0
CUST383212,57,Male,West,0,1,9,Two Year,Bank Transfer,Fiber Optic,120.0,1100.53,41,3.95,2,0,0,0,0
CUST890407,42,Male,South,0,0,20,One Year,Electronic Check,DSL,37.91,761.22,29,7.58,0,1,0,1,0
CUST663246,22,Male,North,0,1,18,Two Year,Bank Transfer,Fiber Optic,71.67,1297.73,48,2.08,2,0,0,1,0
CUST957932,28,Other,North,0,1,17,Month-to-Month,Credit Card,DSL,74.52,1315.17,50,8.53,1,0,0,0,0
CUST395612,51,Female,South,0,0,20,Two Year,Electronic Check,DSL,91.25,1754.55,47,4.25,1,1,0,1,0
CUST001468,41,Female,West,0,0,72,Two Year,Electronic Check,Fiber Optic,43.43,3072.73,41,20.26,1,0,0,1,0
CUST508828,32,Female,South,0,1,10,Month-to-Month,Mailed Check,DSL,102.09,1103.89,55,5.93,3,1,1,1,0
CUST496960,55,Female,West,0,0,28,Month-to-Month,Credit Card,Fiber Optic,71.56,2030.95,40,18.88,2,0,1,0,0
CUST061274,25,Male,East,0,1,8,Month-to-Month,Mailed Check,Fiber Optic,44.28,258.02,43,12.32,1,1,1,0,0
CUST222986,22,Female,South,0,1,18,Two Year,Credit Card,DSL,60.48,1079.69,46,29.59,0,1,0,0,0
CUST549787,65,Other,South,1,0,6,One Year,Mailed Check,None,90.06,593.71,39,19.97,1,1,0,0,0
CUST981015,43,Male,West,0,1,24,One Year,Credit Card,DSL,117.07,2913.73,38,27.77,0,1,1,0,0
CUST230753,35,Female,West,0,1,9,Month-to-Month,Credit Card,Fiber Optic,56.22,583.84,52,8.95,1,1,0,1,1
CUST668194,23,Female,South,0,1,1,One Year,Electronic Check,Fiber Optic,117.9,95.12,46,29.36,1,1,0,0,1
CUST576485,54,Female,North,0,0,50,One Year,Mailed Check,Fiber Optic,96.06,4796.65,35,2.02,1,0,1,0,0
CUST356115,65,Female,North,1,1,4,Month-to-Month,Mailed Check,None,52.23,118.12,41,1.06,1,0,1,1,0
CUST627093,30,Male,North,0,0,13,Two Year,Mailed Check,Fiber Optic,80.06,1045.95,40,8.96,0,1,0,0,0
CUST172697,45,Male,East,0,0,19,Month-to-Month,Electronic Check,None,86.8,1659.43,44,20.99,2,1,1,1,0
CUST570263,22,Male,East,0,0,16,Month-to-Month,Bank Transfer,DSL,59.01,989.49,55,2.86,1,1,0,1,0
CUST184317,30,Female,West,0,0,38,Month-to-Month,Credit Card,Fiber Optic,48.89,1747.77,51,41.54,1,1,1,1,0
CUST826646,34,Male,East,0,1,27,Month-to-Month,Mailed Check,Fiber Optic,61.66,1618.63,54,2.46,1,0,0,1,1
CUST514907,67,Female,North,1,1,10,One Year,Credit Card,None,55.32,541.89,43,14.8,3,1,1,0,0
CUST116317,57,Male,South,0,1,1,Month-to-Month,Electronic Check,None,71.9,115.7,40,29.6,1,0,0,1,0
CUST196215,62,Male,East,1,0,43,Two Year,Credit Card,None,119.57,5121.27,41,40.35,0,0,1,0,0
CUST129245,49,Male,East,0,0,13,Month-to-Month,Electronic Check,Fiber Optic,76.47,1111.93,46,13.0,2,0,0,0,0
CUST814586,46,Female,North,0,1,66,Month-to-Month,Bank Transfer,DSL,110.22,7220.52,37,10.25,1,0,1,0,0
CUST643324,68,Male,East,1,0,15,One Year,Mailed Check,DSL,79.21,1163.54,43,1.14,2,1,0,1,0
CUST759078,75,Male,West,1,1,37,Two Year,Electronic Check,DSL,120.0,4385.45,29,0.24,2,0,1,1,0
CUST975531,20,Female,South,0,1,72,Month-to-Month,Credit Card,DSL,44.66,3205.31,43,51.02,3,1,0,1,0
CUST734353,73,Male,North,1,1,31,Two Year,Electronic Check,DSL,20.0,643.72,49,3.85,0,0,1,1,0
CUST050310,57,Male,West,0,0,16,One Year,Electronic Check,DSL,71.83,1158.36,40,0.9,3,0,1,1,0
CUST926868,51,Female,North,0,1,25,Month-to-Month,Bank Transfer,DSL,74.98,1831.42,38,9.28,2,0,0,1,0
CUST808246,57,Female,West,0,0,23,Month-to-Month,Mailed Check,None,104.41,2462.42,42,4.5,1,0,1,1,0
CUST741741,44,Male,South,0,0,26,Month-to-Month,Electronic Check,DSL,112.61,2996.96,40,5.31,1,1,1,1,0
CUST850611,30,Female,South,0,1,4,Two Year,Electronic Check,DSL,26.02,69.1,40,5.24,0,0,0,1,0
CUST927230,62,Other,West,1,1,35,Month-to-Month,Credit Card,Fiber Optic,60.69,2278.66,36,3.43,1,0,1,1,1
CUST570422,50,Female,West,0,1,4,Month-to-Month,Electronic Check,Fiber Optic,68.48,218.65,45,41.18,4,1,0,1,0
CUST015639,23,Female,West,0,1,1,Month-to-Month,Electronic Check,DSL,36.16,38.12,37,3.7,2,0,1,0,0
CUST504628,41,Female,West,0,1,29,Month-to-Month,Mailed Check,DSL,61.5,1785.59,38,9.77,1,1,1,1,1
CUST880188,36,Female,West,0,0,3,One Year,Mailed Check,DSL,92.27,220.6,38,3.27,4,1,0,0,0
CUST800785,33,Female,West,0,1,44,One Year,Credit Card,DSL,94.06,4148.59,40,17.22,1,0,0,1,0
CUST767805,57,Male,South,0,0,60,Month-to-Month,Electronic Check,DSL,74.36,4455.72,60,3.12,0,0,1,1,0
CUST600181,45,Female,West,0,0,72,Month-to-Month,Electronic Check,Fiber Optic,107.4,7753.85,45,11.44,1,0,0,1,0
CUST509862,50,Female,East,0,1,32,Month-to-Month,Electronic Check,Fiber Optic,73.71,2358.75,41,21.55,1,1,0,1,0
CUST604856,65,Male,South,1,1,19,One Year,Bank Transfer,Fiber Optic,96.98,1882.6,50,3.8,2,1,0,0,0
CUST175414,58,Male,North,0,1,13,Two Year,Bank Transfer,Fiber Optic,44.04,602.67,54,19.51,2,1,0,1,0
CUST058564,30,Female,South,0,0,20,Month-to-Month,Credit Card,DSL,45.69,864.34,47,1.16,3,1,1,0,0
CUST953866,60,Female,North,1,0,6,Month-to-Month,Bank Transfer,Fiber Optic,116.93,686.53,46,1.49,1,1,1,1,0
CUST984394,62,Male,North,1,0,12,Month-to-Month,Credit Card,Fiber Optic,52.8,592.81,53,6.14,4,1,0,1,1
CUST010330,42,Female,East,0,0,37,Two Year,Electronic Check,Fiber Optic,90.34,3425.98,52,6.27,0,0,1,1,0
CUST560239,70,Male,West,1,0,7,One Year,Bank Transfer,None,51.83,410.54,34,8.72,4,1,1,1,0
CUST618485,59,Male,West,0,1,9,Month-to-Month,Mailed Check,DSL,74.75,689.3,53,0.29,2,0,0,0,0
CUST363544,53,Female,South,0,1,41,Month-to-Month,Bank Transfer,None,61.61,2552.56,36,1.5,1,0,1,0,0
CUST061170,44,Male,West,0,0,5,Month-to-Month,Electronic Check,None,82.9,408.79,39,0.12,0,0,1,0,0
CUST135406,55,Male,East,0,1,8,One Year,Mailed Check,DSL,82.77,669.84,50,37.09,1,0,0,1,0
CUST880371,24,Female,South,0,0,1,Month-to-Month,Credit Card,DSL,48.46,11.07,33,4.51,2,1,1,1,0
CUST314501,22,Male,South,0,1,38,Month-to-Month,Electronic Check,DSL,83.75,3149.24,40,13.98,3,0,0,0,0
CUST816273,60,Male,South,1,0,28,One Year,Mailed Check,Fiber Optic,36.44,1051.1,45,11.25,2,1,0,1,0
CUST976883,62,Other,West,1,1,35,Month-to-Month,Bank Transfer,DSL,108.14,3731.2,55,15.48,0,0,1,1,0
CUST737851,75,Female,West,1,1,7,One Year,Credit Card,DSL,73.98,482.7,49,25.73,3,1,1,1,0
CUST456442,74,Female,West,1,1,34,Month-to-Month,Bank Transfer,None,263.97,8963.8,48,3.19,0,0,0,0,0
CUST957450,68,Female,South,1,0,27,Two Year,Mailed Check,DSL,32.29,796.28,46,6.66,1,1,1,1,0
CUST317479,48,Male,South,0,1,13,Month-to-Month,Mailed Check,DSL,82.11,1117.47,41,4.78,1,1,1,0,0
CUST920968,40,Female,North,0,0,17,Two Year,Electronic Check,Fiber Optic,89.02,1546.18,40,1.03,0,1,0,0,0
CUST385935,59,Female,North,0,0,25,Month-to-Month,Credit Card,None,55.23,1402.22,55,,1,1,0,1,0
CUST865630,27,Female,West,0,0,20,Month-to-Month,Credit Card,DSL,68.93,1359.04,49,17.37,3,1,0,1,0
CUST516681,49,Female,South,0,1,30,Two Year,Mailed Check,DSL,83.14,,51,1.66,0,0,1,0,0
CUST377355,60,Female,West,1,1,5,Two Year,Electronic Check,Fiber Optic,97.78,509.34,48,0.19,2,0,1,0,0
CUST076024,70,Male,West,1,0,23,Month-to-Month,Mailed Check,Fiber Optic,87.7,2066.4,36,6.92,3,1,1,0,0
CUST904400,47,Male,North,0,1,17,Two Year,Mailed Check,None,50.99,919.13,42,4.67,3,1,1,1,0
CUST699102,56,Female,East,0,1,18,Month-to-Month,Credit Card,DSL,99.11,1760.06,51,0.82,3,1,0,1,0
CUST981959,48,Female,West,0,1,19,One Year,Bank Transfer,Fiber Optic,20.0,335.72,45,0.64,2,0,0,1,0
CUST732896,35,Female,East,0,0,63,Month-to-Month,Bank Transfer,Fiber Optic,58.0,3604.07,35,29.32,1,1,1,1,0
CUST714676,53,Male,East,0,1,51,Month-to-Month,Credit Card,None,80.5,4108.57,54,33.7,2,1,1,0,0
CUST014202,19,Female,South,0,1,29,Month-to-Month,Electronic Check,Fiber Optic,34.85,874.43,54,7.9,4,1,1,1,0
CUST979619,31,Female,South,0,1,37,One Year,Credit Card,Fiber Optic,66.37,2402.28,39,22.63,2,0,0,0,0
CUST242498,30,Female,West,0,1,1,One Year,Electronic Check,DSL,78.83,44.1,58,19.32,0,1,0,1,0
CUST892073,46,Female,North,0,0,40,Month-to-Month,Credit Card,DSL,45.61,1793.21,53,10.39,2,1,0,0,0
CUST872658,29,Female,North,0,0,19,Two Year,Electronic Check,Fiber Optic,69.76,1355.29,52,16.67,0,0,1,0,0
CUST621429,56,Female,West,0,0,11,Month-to-Month,Mailed Check,DSL,34.43,307.02,49,32.0,1,1,0,1,1
CUST486452,19,Female,West,0,0,4,Month-to-Month,Mailed Check,Fiber Optic,90.14,275.84,46,10.02,3,1,0,0,1
CUST917418,49,Female,North,0,1,2,One Year,Electronic Check,DSL,78.33,72.93,44,8.6,1,1,0,0,0
CUST967512,30,Female,East,0,0,1,Month-to-Month,Credit Card,Fiber Optic,83.47,109.73,50,0.04,2,0,1,1,0
CUST654107,63,Female,West,1,1,5,Month-to-Month,Mailed Check,DSL,63.27,287.24,53,9.37,1,0,1,1,1
CUST361590,44,Female,East,0,0,1,Month-to-Month,Credit Card,Fiber Optic,23.35,0.0,46,20.41,1,1,0,1,1
CUST744527,66,Female,West,1,1,39,Month-to-Month,Bank Transfer,Fiber Optic,61.68,2492.78,56,17.23,1,0,0,1,0
CUST082923,58,Female,West,0,1,8,Two Year,Mailed Check,DSL,108.15,887.11,53,12.45,0,0,0,0,0
CUST105373,34,Male,East,0,1,13,Month-to-Month,Credit Card,DSL,90.41,1138.85,40,0.3,2,0,0,0,0
CUST181498,57,Male,East,0,1,51,Month-to-Month,Credit Card,Fiber Optic,108.63,5470.9,44,31.14,3,1,1,0,0
CUST844605,48,Other,North,0,1,3,Month-to-Month,Bank Transfer,DSL,66.38,293.22,54,6.73,0,1,0,0,1
CUST937090,51,Female,West,0,0,54,Month-to-Month,Credit Card,DSL,47.7,2587.85,45,10.17,1,0,1,1,0
CUST225349,41,Female,South,0,1,30,Month-to-Month,Electronic Check,DSL,79.67,2368.2,41,6.08,0,1,1,0,0
CUST241722,62,Female,South,1,1,12,One Year,Mailed Check,Fiber Optic,60.2,732.2,50,5.15,1,1,1,1,0
CUST468272,52,Female,West,0,1,3,One Year,Electronic Check,DSL,51.05,132.31,21,8.57,3,1,0,1,1
CUST934571,65,Female,West,1,1,2,Two Year,Bank Transfer,None,21.63,68.69,32,8.19,1,0,0,1,0
CUST124594,23,Female,West,0,1,12,Month-to-Month,Electronic Check,None,73.36,795.52,41,5.29,0,1,0,0,0
CUST994795,36,Female,East,0,0,4,Month-to-Month,Credit Card,None,88.43,333.61,43,19.55,2,0,0,1,0
CUST562653,47,Male,South,0,1,9,Two Year,Bank Transfer,DSL,35.88,270.08,54,0.62,1,1,0,0,1
CUST884852,24,Male,South,0,0,1,Month-to-Month,Bank Transfer,None,102.23,98.28,56,1.49,2,0,0,0,0
CUST429026,27,Male,South,0,0,27,Two Year,Electronic Check,Fiber Optic,71.24,1875.72,52,1.03,0,1,1,1,0
CUST512338,58,Male,West,0,1,4,Two Year,Bank Transfer,Fiber Optic,67.76,241.09,64,9.99,1,0,0,0,0
CUST136404,49,Female,East,0,1,42,Two Year,Electronic Check,Fiber Optic,34.52,1422.12,57,6.38,2,1,0,1,0
CUST690968,51,Male,West,0,0,7,Month-to-Month,Electronic Check,DSL,78.19,560.22,42,7.22,0,1,1,0,1
CUST477179,45,Male,North,0,1,47,Month-to-Month,Electronic Check,None,36.18,1681.45,45,10.32,2,1,0,1,0
CUST244448,32,Male,North,0,1,6,One Year,Bank Transfer,Fiber Optic,41.13,196.02,45,4.7,2,0,1,0,0
CUST170336,47,Male,South,0,1,38,One Year,Bank Transfer,None,23.19,901.85,42,2.43,1,1,1,1,0
CUST096596,54,Female,West,0,1,12,Month-to-Month,Mailed Check,DSL,120.0,1544.28,44,4.4,1,1,0,0,1
CUST455927,46,Female,North,0,1,26,Two Year,Electronic Check,None,63.8,1640.8,48,61.37,6,1,0,0,0
CUST346164,39,Female,North,0,0,1,Month-to-Month,Electronic Check,DSL,49.76,114.88,46,36.61,0,1,0,0,1
CUST733963,21,Male,West,0,1,20,Month-to-Month,Electronic Check,DSL,63.95,1201.77,55,37.66,1,1,1,1,1
CUST621769,37,Male,East,0,0,4,Two Year,Electronic Check,Fiber Optic,52.45,171.65,42,0.34,1,0,0,1,0
CUST686947,49,Male,West,0,0,19,Month-to-Month,Electronic Check,Fiber Optic,60.52,1214.65,49,1.12,1,1,0,0,0
CUST945081,53,Female,West,0,1,4,Month-to-Month,Electronic Check,Fiber Optic,74.3,308.12,45,0.56,2,0,1,0,1
CUST818143,67,Male,East,1,1,17,Month-to-Month,Electronic Check,Fiber Optic,54.84,896.44,46,20.28,2,1,0,0,0
CUST883894,21,Female,South,0,0,3,Month-to-Month,Mailed Check,DSL,68.1,246.08,39,57.03,3,0,0,0,0
CUST453519,44,Male,South,0,0,7,Month-to-Month,Mailed Check,Fiber Optic,120.0,788.22,42,9.4,1,0,1,0,1
CUST958916,34,Female,South,0,1,27,Month-to-Month,Credit Card,DSL,20.0,,44,14.48,2,1,0,1,1
CUST657060,29,Male,East,0,1,72,Month-to-Month,Electronic Check,Fiber Optic,36.54,,36,5.21,1,0,0,0,0
CUST651897,39,Male,North,0,1,17,Two Year,Electronic Check,DSL,77.34,,39,17.4,2,0,1,0,0
CUST147751,34,Female,East,0,0,34,Two Year,Mailed Check,DSL,99.21,3498.64,44,12.81,0,1,1,1,0
CUST434532,27,Male,West,0,1,23,Month-to-Month,Mailed Check,None,120.0,2731.75,50,,2,0,1,1,0
CUST307574,71,Male,East,1,0,20,Month-to-Month,Electronic Check,DSL,75.36,1541.97,56,8.32,1,1,0,1,0
CUST538312,18,Female,North,0,0,2,Month-to-Month,Electronic Check,Fiber Optic,34.52,113.04,37,2.59,1,0,1,0,0
CUST486317,39,Female,North,0,1,4,One Year,Mailed Check,DSL,102.63,399.57,34,7.75,3,1,0,0,0
CUST921159,43,Female,West,0,1,64,One Year,Mailed Check,DSL,68.12,4312.67,42,4.49,2,0,1,1,0
CUST554989,73,Male,South,1,0,15,Two Year,Credit Card,Fiber Optic,67.15,1065.28,39,,1,0,0,1,0
CUST623817,35,Male,North,0,0,28,Month-to-Month,Credit Card,Fiber Optic,20.0,534.73,50,1.77,1,1,0,0,0
CUST559940,67,Male,North,1,1,22,Two Year,Electronic Check,Fiber Optic,94.21,2104.88,43,4.84,2,1,1,0,0
CUST918511,31,Male,North,0,0,14,One Year,Mailed Check,None,41.97,608.96,37,0.08,0,0,1,1,0
CUST310860,64,Female,West,1,0,14,Two Year,Credit Card,Fiber Optic,79.17,1114.7,41,20.28,0,1,0,1,0
CUST826607,46,Female,North,0,0,24,One Year,Electronic Check,None,66.68,1667.75,42,6.26,0,1,1,1,0
CUST018392,29,Male,South,0,0,4,Month-to-Month,Credit Card,Fiber Optic,69.99,296.76,38,17.96,1,0,0,1,1
CUST174767,53,Female,West,0,0,14,One Year,Credit Card,Fiber Optic,66.3,959.55,44,1.23,4,0,1,1,0
CUST452304,52,Male,South,0,1,17,Two Year,Credit Card,Fiber Optic,46.15,804.73,51,2.59,2,1,1,1,0
CUST827870,69,Female,North,1,1,72,Month-to-Month,Bank Transfer,Fiber Optic,43.97,3169.97,49,22.8,3,1,1,1,0
CUST063934,29,Male,North,0,1,12,Month-to-Month,Electronic Check,Fiber Optic,88.69,1045.27,35,10.86,1,1,1,1,1
CUST168876,24,Male,South,0,1,31,Month-to-Month,Credit Card,DSL,64.6,2001.78,41,0.07,2,1,1,1,0
CUST744944,46,Female,West,0,1,4,Month-to-Month,Electronic Check,DSL,48.63,225.4,49,28.26,1,0,0,0,0
CUST338136,28,Female,West,0,1,2,Month-to-Month,Electronic Check,DSL,52.19,127.92,35,49.25,3,1,0,0,0
CUST965126,50,Female,South,0,1,61,Two Year,Mailed Check,DSL,82.2,5044.05,48,12.99,2,1,0,1,0
CUST944811,23,Male,North,0,0,39,One Year,Electronic Check,DSL,48.05,2062.67,45,15.62,2,1,1,1,0
CUST335468,64,Male,East,1,1,11,One Year,Credit Card,Fiber Optic,104.9,1128.82,62,1.72,1,0,1,0,0
CUST424259,32,Female,South,0,0,21,One Year,Electronic Check,DSL,61.11,1204.07,48,17.44,1,0,0,1,0
CUST634410,49,Male,South,0,1,4,Two Year,Mailed Check,Fiber Optic,56.26,204.59,49,1.25,0,0,0,1,0
CUST532993,68,Female,South,1,1,36,Two Year,Bank Transfer,Fiber Optic,80.45,2878.28,53,26.46,1,0,1,1,0
CUST624980,28,Male,North,0,1,2,One Year,Bank Transfer,DSL,57.9,137.78,46,8.43,2,0,1,1,0
CUST431712,75,Female,West,1,1,42,Month-to-Month,Mailed Check,DSL,74.54,3118.19,45,1.83,1,0,0,1,0
CUST686490,40,Female,North,0,0,23,Month-to-Month,Credit Card,DSL,63.61,1499.6,51,1.11,1,0,0,1,0
CUST204364,43,Male,South,0,0,9,Month-to-Month,Credit Card,Fiber Optic,21.6,156.04,44,6.96,1,1,0,1,0
CUST302736,51,Female,North,0,0,59,Month-to-Month,Credit Card,Fiber Optic,38.32,2289.64,39,0.06,1,1,0,0,0
CUST340968,63,Female,North,1,0,72,Month-to-Month,Electronic Check,Fiber Optic,72.32,5134.4,44,39.0,1,1,0,1,0
CUST530917,51,Male,South,0,0,8,One Year,Bank Transfer,DSL,53.72,429.53,42,2.25,3,1,0,1,0
CUST204650,46,Female,North,0,0,49,One Year,Credit Card,Fiber Optic,116.47,5666.43,43,6.53,4,1,1,1,0
CUST569618,21,Female,East,0,0,41,Month-to-Month,Bank Transfer,Fiber Optic,45.33,1840.47,39,11.2,2,0,0,0,1
CUST926934,34,Male,North,0,1,41,Two Year,Mailed Check,DSL,32.27,1220.5,45,13.48,2,0,0,0,0
CUST468637,52,Male,North,0,0,72,Month-to-Month,Bank Transfer,Fiber Optic,65.99,4794.18,42,9.98,2,0,0,1,0
CUST396603,30,Male,West,0,0,20,One Year,Credit Card,Fiber Optic,71.27,1406.39,44,2.36,2,0,0,0,0
CUST626994,58,Female,West,0,0,33,One Year,Bank Transfer,DSL,87.09,2868.36,41,7.66,2,0,1,0,0
CUST940213,56,Female,South,0,1,52,One Year,Mailed Check,Fiber Optic,20.0,,42,4.67,1,1,1,1,0
CUST575813,32,Female,South,0,0,19,Month-to-Month,Bank Transfer,DSL,102.69,1914.51,49,1.12,0,0,0,1,0
CUST907961,72,Other,West,1,1,19,Two Year,Electronic Check,DSL,32.28,588.67,49,5.88,1,0,1,0,0
CUST478121,46,Female,East,0,0,11,Month-to-Month,Mailed Check,DSL,92.23,926.19,36,11.26,2,0,0,1,0
CUST925669,46,Female,North,0,1,45,One Year,Electronic Check,DSL,113.94,5111.0,52,1.29,1,1,0,0,0
CUST485741,28,Male,East,0,1,34,Month-to-Month,Electronic Check,DSL,83.67,2921.81,45,2.16,0,1,0,0,0
CUST347490,69,Female,East,1,0,17,One Year,Credit Card,Fiber Optic,36.33,631.28,60,1.08,2,0,1,1,0
CUST656335,49,Male,West,0,0,16,Month-to-Month,Credit Card,None,60.18,887.62,41,0.01,0,0,0,0,1
CUST511416,19,Female,South,0,1,2,Two Year,Mailed Check,Fiber Optic,83.89,188.96,50,33.07,3,0,1,1,0
CUST096166,64,Male,North,1,1,1,Month-to-Month,Credit Card,Fiber Optic,65.83,129.86,47,21.86,4,0,0,0,0
CUST144331,31,Male,South,0,1,22,Two Year,Bank Transfer,None,38.77,802.39,38,3.16,0,1,1,1,0
CUST128749,37,Male,East,0,1,16,Two Year,Mailed Check,DSL,67.5,1069.16,43,10.34,1,1,0,0,0
CUST223704,39,Male,East,0,1,47,Month-to-Month,Credit Card,DSL,52.08,2438.65,41,19.41,0,1,0,0,0
CUST095973,28,Female,South,0,1,23,Month-to-Month,Credit Card,Fiber Optic,80.05,,42,5.48,1,0,0,0,0
CUST039619,44,Male,South,0,0,72,One Year,Bank Transfer,Fiber Optic,38.46,2774.59,33,16.12,0,0,1,0,0
CUST422805,20,Female,West,0,0,6,Month-to-Month,Electronic Check,DSL,20.0,151.59,43,24.36,0,1,0,0,1
CUST933280,34,Female,South,0,1,72,Month-to-Month,Bank Transfer,Fiber Optic,39.59,2843.82,44,8.29,0,0,1,0,1
CUST332780,61,Female,South,1,1,10,Month-to-Month,Electronic Check,DSL,22.36,285.3,46,26.28,2,0,1,1,1
CUST105707,73,Male,West,1,1,30,One Year,Credit Card,Fiber Optic,49.29,1382.63,53,2.83,1,1,0,1,0
CUST609103,45,Male,South,0,1,20,Month-to-Month,Electronic Check,Fiber Optic,81.78,1578.08,53,27.81,2,0,1,1,0
CUST278390,46,Female,East,0,1,13,Month-to-Month,Electronic Check,Fiber Optic,55.15,791.3,38,19.65,2,0,0,1,0
CUST873260,38,Female,South,0,1,4,One Year,Credit Card,None,64.39,233.71,45,22.0,1,1,1,0,0
CUST761510,64,Male,North,1,1,4,Month-to-Month,Mailed Check,Fiber Optic,39.87,187.32,48,0.05,2,1,0,1,0
CUST710218,33,Male,East,0,0,37,Month-to-Month,Bank Transfer,DSL,65.5,2416.81,47,,1,1,1,0,0
CUST431769,54,Male,West,0,1,14,Two Year,Credit Card,Fiber Optic,41.1,622.65,60,6.14,2,1,1,0,0
CUST849125,37,Female,East,0,0,72,One Year,Bank Transfer,DSL,35.28,2560.85,29,11.13,1,0,0,1,0
CUST790495,23,Male,West,0,0,11,Month-to-Month,Bank Transfer,None,59.35,784.78,41,1.05,0,1,0,0,1
CUST772358,36,Female,North,0,1,72,Month-to-Month,Electronic Check,Fiber Optic,48.09,3461.25,55,3.24,1,0,0,1,0
CUST609526,74,Female,North,1,1,6,One Year,Credit Card,Fiber Optic,20.0,99.12,46,5.19,0,0,0,0,0
CUST438813,22,Male,East,0,0,3,Month-to-Month,Mailed Check,Fiber Optic,63.02,252.95,28,15.21,2,1,0,0,1
CUST405830,20,Other,South,0,0,11,Two Year,Bank Transfer,Fiber Optic,40.64,481.06,58,9.66,2,0,0,1,0
CUST380890,18,Female,East,0,1,65,One Year,Bank Transfer,DSL,38.93,2489.96,35,0.18,1,0,1,0,0
CUST194541,75,Female,East,1,1,22,Two Year,Mailed Check,Fiber Optic,99.9,2241.45,45,4.89,0,0,1,0,0
CUST494354,55,Female,North,0,1,4,Two Year,Bank Transfer,Fiber Optic,86.35,355.51,51,33.75,1,0,0,0,0
CUST263764,32,Female,West,0,0,6,Month-to-Month,Credit Card,None,74.37,450.59,54,2.38,2,1,0,0,0
CUST027891,51,Female,East,0,0,11,One Year,Mailed Check,DSL,66.51,753.39,46,3.24,0,1,0,0,0
CUST696009,52,Male,South,0,0,26,Two Year,Credit Card,Fiber Optic,80.15,2124.38,42,4.41,1,1,1,1,0
CUST774582,66,Male,North,1,1,12,One Year,Mailed Check,Fiber Optic,55.19,671.77,55,3.74,0,0,0,0,0
CUST531168,42,Male,East,0,1,41,Month-to-Month,Bank Transfer,None,66.98,2732.93,42,1.56,2,1,0,1,0
CUST759020,41,Male,East,0,0,28,Month-to-Month,Mailed Check,DSL,54.91,1641.85,44,4.5,1,0,0,0,0
CUST700808,29,Male,South,0,0,62,Month-to-Month,Credit Card,Fiber Optic,67.81,4201.99,46,9.3,3,0,0,1,1
CUST094382,35,Male,East,0,0,20,One Year,Mailed Check,Fiber Optic,72.14,1509.59,36,13.5,1,0,0,1,0
CUST032784,32,Male,East,0,1,12,One Year,Bank Transfer,Fiber Optic,70.58,818.83,39,12.36,2,1,0,0,0
CUST069968,61,Female,East,1,0,72,Two Year,Electronic Check,DSL,55.81,3976.27,45,2.13,0,1,0,0,0
CUST039907,33,Female,East,0,1,13,One Year,Bank Transfer,Fiber Optic,82.27,1118.0,44,11.44,0,0,0,1,0
CUST267596,44,Female,South,0,1,16,Two Year,Bank Transfer,None,59.94,946.36,52,5.32,3,0,0,1,0
CUST680830,25,Female,East,0,1,49,Month-to-Month,Electronic Check,Fiber Optic,59.3,,39,20.7,3,1,1,1,0
CUST485365,63,Female,East,1,1,2,Month-to-Month,Mailed Check,Fiber Optic,20.0,29.75,49,5.4,4,0,1,1,0
CUST386154,42,Female,East,0,0,14,Two Year,Bank Transfer,Fiber Optic,43.72,637.38,32,45.04,3,1,0,1,0
CUST572523,34,Male,North,0,1,2,Two Year,Electronic Check,Fiber Optic,86.65,138.48,42,11.45,1,0,1,1,0
CUST896174,46,Male,South,0,1,4,One Year,Credit Card,None,84.59,297.41,52,6.72,0,1,0,1,1
CUST100002,70,Female,North,1,0,1,Month-to-Month,Electronic Check,Fiber Optic,64.45,74.12,48,8.39,0,1,0,1,1
CUST247322,25,Female,North,0,1,1,One Year,Bank Transfer,DSL,51.04,0.0,48,2.32,6,1,0,1,0
CUST718966,32,Female,South,0,1,14,Two Year,Credit Card,DSL,68.79,978.37,48,13.68,1,1,0,0,0
CUST864080,44,Male,North,0,0,49,Month-to-Month,Bank Transfer,DSL,20.0,1031.77,57,39.58,3,0,0,1,0
CUST232418,63,Male,North,1,1,26,One Year,Electronic Check,Fiber Optic,68.49,1845.84,43,8.68,0,0,0,0,0
CUST441281,67,Female,North,1,1,30,Month-to-Month,Credit Card,Fiber Optic,33.83,982.2,44,58.48,1,1,1,0,0
CUST289501,69,Female,South,1,1,21,Month-to-Month,Bank Transfer,None,62.73,1406.29,48,1.96,5,1,1,1,1
CUST684754,24,Male,East,0,1,51,Two Year,Electronic Check,None,70.31,3615.21,44,12.18,0,0,0,0,0
